analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement
A18,variable specification,"the anchor’s correlations with Time 1 scores were much weaker for both positive affect (r = .01„ CI 95%[-.05, .08]) and negative affect (r = .09„ CI 95%[.02, .15]).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] cor.test(data$PANAS_NA_D1mean, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":68-70; 607",1,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS mean scores, across the full sample.","""The anchor items for positive and negative affect included in the survey at Time 2 asked participants, \""Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?\""."" [...] ""Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery). For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect."" [...] ""In the present study, much like the results reported by Anvari and Lakens (2021), the anchor's correlations with Time 1 scores were much weaker for both positive affect (r = .01\"" CI 95%[-.05, .08]) and negative affect (r = .09\"" CI 95% [.02, .15]).""",,"data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
[...] data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)
[...] cor.test(data$PANAS_NA_D1mean, data$AnchorNA)",,1
A18,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":68-70",1,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS mean scores, across the full sample.","“Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery)... For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.”",,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)
...
cor.test(data$PANAS_NA_D1mean, data$AnchorNA)",,1
A18,inference criteria,"the anchor’s correlations with Time 1 scores were much weaker for both positive affect (r = .01„ CI 95%[-.05, .08]) and negative affect (r = .09„ CI 95%[.02, .15]).",text,"cor.test(data$PANAS_NA_D1mean, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":607",1,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS mean scores, across the full sample.","Thirdly, though rarely achieved in practice (Devji et al., 2020), the anchor should correlate with Time 1 scores just as strongly, in absolute terms, as with Time 2 scores.[...]In the present study, much like the results reported by Anvari and Lakens (2021), the anchor's correlations with Time 1 scores were much weaker for both positive affect (r = .01"" CI 95%[-.05, .08]) and negative affect (r = .09"" CI 95% [.02, .15]). Hence, people's anchor-responses reflected their current state much more than their past Time 1 state.",,"#### correlation analyses with NA anchor ####
cor.test(data$NA_change, data$AnchorNA)
cor.test(data$PANAS_NA_D2mean, data$AnchorNA)
cor.test(data$PANAS_NA_D1mean, data$AnchorNA)
[...]# comparing correlation of anchor with T1 and with T2 scores
cor.test(data$PANAS_NA_D1mean, data$AnchorNA)
cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data)",,1
nan,,,,,,,,,,,,
A19,model specification,This can be accounted for by examining the relationship of the anchor responses with the Time 1 and Time 2 ratings in a multiple regression analysis.,text,"summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":600",1,,,,,,
nan,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. For positive affect, Time 1 (b = -0.59, p < .001) and Time 2 (b = 0.88, p < .001) scores showed the expected relationship with the anchor responses.",text,"summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":600",1,,,,,,
nan,transformation ,,,,,,,,,,,
nan,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. For positive affect, Time 1 (b = -0.59, p < .001) and Time 2 (b = 0.88, p < .001) scores showed the expected relationship with the anchor responses.",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE) [...] summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":60-62; 600",1,,,,,,
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":60-62",1,,,,,,
nan,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. For positive affect, Time 1 (b = -0.59, p < .001) and Time 2 (b = 0.88, p < .001) scores showed the expected relationship with the anchor responses.",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":64-66; 600",1,,,,,,
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":64-66",1,,,,,,
nan,inference criteria,,,"summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":600",,,,,,,
A20,model specification,This can be accounted for by examining the relationship of the anchor responses with the Time 1 and Time 2 ratings in a multiple regression analysis.,text,"summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":620",1,,,,,,
A20,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. […] Similarly for negative affect, Time 1 (b = -0.48, p < .001) and Time 2 (b = -0.94, p < .001).",text,"summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":620",1,,,,,,
A20,transformation ,,,,,,,,,,,
A20,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. [...] Similarly for negative affect, Time 1 (b = -0.48, p < .001) and Time 2 (b = -0.94, p < .001).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":68-70; 620",1,,,,,,
A20,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":68-70",1,,,,,,
A20,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. [...] Similarly for negative affect, Time 1 (b = -0.48, p < .001) and Time 2 (b = -0.94, p < .001).",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":72-74; 620",1,,,,,,
A20,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":72-74",1,,,,,,
A20,inference criteria,,,"summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":620",1,,,,,,
A21,model specification,I did this by using linear regression analyses ,text,"m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":651",1,"Linear regression testing whether anchor position (before vs after) moderates the relation between positive affect anchor responses and positive affect change scores; predictors are positive anchor responses, anchor position, and their interaction; DV is positive affect change score.","I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two.",,"# anchor with change score, including interaction with anchor position
m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)",,1
A21,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1meanm.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data) [...] m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":60-66; 77; 651",1,"Linear regression testing whether anchor position (before vs after) moderates the relation between positive affect anchor responses and positive affect change scores; predictors are positive anchor responses, anchor position, and their interaction; DV is positive affect change score.","""I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two."" [...] ""To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2."" [...] ""The anchor items for positive and negative affect included in the survey at Time 2 asked participants, ""Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?"" [...] ""Importantly, participants were randomly allocated to respond to the anchor item either before the PANAS or after.""",,"""## each person's change score for PA and NA from D1 to D2\ndata$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean\n[...]\n# anchor with change score\nm.1 = lm(PA_change ~ AnchorPA, data=data)\nsummary(m.1)\n\n# anchor with change score, including interaction with anchor position\nm.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)\nsummary(m.2)""",,1
A21,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1meanm.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":60-66; 77",1,"Linear regression testing whether anchor position (before vs after) moderates the relation between positive affect anchor responses and positive affect change scores; predictors are positive anchor responses, anchor position, and their interaction; DV is positive affect change score.","“For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect.” [...] “I excluded participants for (i) having missing responses on any measures or (ii) giving the same response to all items across the three measures in either the first or second survey. The participants with missing responses had no data for any of the PANAS items at all, and giving the same response to all items indicates inattentive or unthoughtful responses. The final dataset for this paper consisted of 903 participants who completed the PANAS on both Time 1 and Time 2.”",,"data$AnchorPA <- paste(data$PA.Anchor.Before, data$PA.Anchor.After)
[...]
# Save relevant columns as integer
data[, 77:78] <- sapply(data[, 77:78], as.integer)

#### mean of D1/T1 and D2/T2 scores for PA and NA ####

data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)

data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean
[...]
# anchor with change score, including interaction with anchor position
m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)
summary(m.2)",,1
