analysis_id,dimension,manuscript_content,manuscript_location,code_content,code_file,code_lines,results,data_needed,data_available,notes,Unnamed: 11,dimension_norm,paper_id,human_analysis_id,codebot_analysis_id,link_type,confidence
A1.27,model specification,"""Zero-order correlations are reported in Table 3.""",table,"cor(datafile[,5:11])",pilot_paper/elson_2020/analysis_code.R,118,1.0,1,1.0,,,model,elson_2020,A1.27,,no_match,0.0
A1.27,variable specification,"""8. Total score 6""",table,"cor(datafile[,5:11])",pilot_paper/elson_2020/analysis_code.R,118,1.0,1,1.0,,,variables,elson_2020,A1.27,,no_match,0.0
A1.27,variable specification,"""8. Total score 6""",table,"cor(datafile[,5:11])",pilot_paper/elson_2020/analysis_code.R,118,1.0,1,1.0,6 = presentation and discussion of results,,variables,elson_2020,A1.27,,no_match,0.0
A1.27,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A1.27,,no_match,0.0
A1.27,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A1.27,,no_match,0.0
A1.27,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,would need raw data from before the processing,,transform,elson_2020,A1.27,,no_match,0.0
A1.28,model specification,"""Zero-order correlations are reported in Table 3.""",table,"cor(datafile[,5:11])",pilot_paper/elson_2020/analysis_code.R,118,1.0,1,1.0,,,model,elson_2020,A1.28,,no_match,0.0
A1.28,variable specification,"""8. Total score 7""",table,"cor(datafile[,5:11])",pilot_paper/elson_2020/analysis_code.R,118,1.0,1,1.0,,,variables,elson_2020,A1.28,,no_match,0.0
A1.28,variable specification,"""8. Total score 7""",table,"cor(datafile[,5:11])",pilot_paper/elson_2020/analysis_code.R,118,1.0,1,1.0,7 = overall recommendation,,variables,elson_2020,A1.28,,no_match,0.0
A1.28,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A1.28,,no_match,0.0
A1.28,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A1.28,,no_match,0.0
A1.28,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A1.28,,no_match,0.0
A2.1,model specification,ANOVA output for significance to media psychology,table,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,model,elson_2020,A2.1,30,exact,0.9
A2.1,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.1,30,exact,0.9
A2.1,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.1,30,exact,0.9
A2.1,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.1,30,exact,0.9
A2.1,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.1,30,exact,0.9
A2.1,variable specification,ANOVA output for significance to media psychology,text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.1,30,exact,0.9
A2.1,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.1,30,exact,0.9
A2.1,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A2.1,30,exact,0.9
A2.2,model specification,ANOVA output for quality of writing,table,"a_writing <- aov(
  r_writing ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_writing)",pilot_paper/elson_2020/analysis_code.R,132-136,1.0,0,1.0,,,model,elson_2020,A2.2,34,exact,0.9
A2.2,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.2,34,exact,0.9
A2.2,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.2,34,exact,0.9
A2.2,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.2,34,exact,0.9
A2.2,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.2,34,exact,0.9
A2.2,variable specification,ANOVA output for quality of writing,text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.2,34,exact,0.9
A2.2,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.2,34,exact,0.9
A2.2,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A2.2,34,exact,0.9
A2.3,model specification,ANOVA output for significance to media psychology sophistication of theory,table,"a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",pilot_paper/elson_2020/analysis_code.R,138-142,1.0,0,1.0,,,model,elson_2020,A2.3,37,exact,0.9
A2.3,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.3,37,exact,0.9
A2.3,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.3,37,exact,0.9
A2.3,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.3,37,exact,0.9
A2.3,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.3,37,exact,0.9
A2.3,variable specification,ANOVA output for significance to media psychology sophistication of theory,text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.3,37,exact,0.9
A2.3,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.3,37,exact,0.9
A2.3,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A2.3,37,exact,0.9
A2.4,model specification,ANOVA output for  appropriateness of methosd and design,table,"a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",pilot_paper/elson_2020/analysis_code.R,144-148,1.0,0,1.0,,,model,elson_2020,A2.4,38,exact,0.9
A2.4,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.4,38,exact,0.9
A2.4,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.4,38,exact,0.9
A2.4,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.4,38,exact,0.9
A2.4,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.4,38,exact,0.9
A2.4,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.4,38,exact,0.9
A2.4,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.4,38,exact,0.9
A2.4,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A2.4,38,exact,0.9
A2.5,model specification,ANOVA output for  presentation and discussion of results,table,"a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",pilot_paper/elson_2020/analysis_code.R,150-154,1.0,0,1.0,,,model,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.5,43,covers_multiple,0.86
A2.5,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,inference,elson_2020,A2.5,43,covers_multiple,0.86
A2.6,model specification,ANOVA output for overall recommendation,table,"a_overall <- aov(
  r_overall ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_overall)",pilot_paper/elson_2020/analysis_code.R,156-160,1.0,0,1.0,,,model,elson_2020,A2.6,46,exact,0.93
A2.6,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.6,46,exact,0.93
A2.6,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.6,46,exact,0.93
A2.6,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.6,46,exact,0.93
A2.6,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.6,46,exact,0.93
A2.6,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.6,46,exact,0.93
A2.6,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.6,46,exact,0.93
A2.6,inference criteria,"""Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach’s α = .05. """,text,,pilot_paper/elson_2020/analysis_code.R,,,0,1.0,,,inference,elson_2020,A2.6,46,exact,0.93
A2.7,model specification,ANOVA output for total score,table,"a_total <- aov(
  r_total ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_total)",pilot_paper/elson_2020/analysis_code.R,162-164,1.0,0,1.0,,,model,elson_2020,A2.7,49,exact,0.9
A2.7,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.7,49,exact,0.9
A2.7,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.7,49,exact,0.9
A2.7,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.7,49,exact,0.9
A2.7,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A2.7,49,exact,0.9
A2.7,variable specification,"""we manipulated the originality and statistical segnificance of the research""",text,"a_significance <- aov(
  r_mediapsych ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_significance)",pilot_paper/elson_2020/analysis_code.R,125-129,1.0,0,1.0,,,variables,elson_2020,A2.7,49,exact,0.9
A2.7,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A2.7,49,exact,0.9
A2.7,inference criteria,,,,pilot_paper/elson_2020/analysis_code.R,,,0,1.0,,,inference,elson_2020,A2.7,49,exact,0.9
A3.1,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[1,1], m2=equiv_array[2,1], sd1=equiv_array[1,2], sd2=equiv_array[2,2], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,238,1.0,1,1.0,,,model,elson_2020,A3.1,51,exact,0.9
A3.1,variable specification,"Segnificance to media psychology, original study vs. replication",table,"TOSTtwo(m1=equiv_array[1,1], m2=equiv_array[2,1], sd1=equiv_array[1,2], sd2=equiv_array[2,2], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"237, 238",1.0,1,1.0,,,variables,elson_2020,A3.1,51,exact,0.9
A3.1,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.1,51,exact,0.9
A3.1,variable specification,"Segnificance to media psychology, original study vs. replication",table,"TOSTtwo(m1=equiv_array[1,1], m2=equiv_array[2,1], sd1=equiv_array[1,2], sd2=equiv_array[2,2], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"237, 238",1.0,1,1.0,,,variables,elson_2020,A3.1,51,exact,0.9
A3.1,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.1,51,exact,0.9
A3.1,variable specification,"Segnificance to media psychology, original study vs. replication",table,"TOSTtwo(m1=equiv_array[1,1], m2=equiv_array[2,1], sd1=equiv_array[1,2], sd2=equiv_array[2,2], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"237, 238",1.0,1,1.0,,,variables,elson_2020,A3.1,51,exact,0.9
A3.1,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.1,51,exact,0.9
A3.1,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,1], m2=equiv_array[2,1], sd1=equiv_array[1,2], sd2=equiv_array[2,2], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,238,1.0,0,1.0,,,inference,elson_2020,A3.1,51,exact,0.9
A3.2,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests, with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)"" ",text,"TOSTtwo(m1=equiv_array[3,1], m2=equiv_array[4,1], sd1=equiv_array[3,2], sd2=equiv_array[4,2], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,239,1.0,1,1.0,,,model,elson_2020,A3.2,,no_match,0.0
